condition,scenario_id,trait,target_direction,bfi_score,trait_score,consistency,bfi_target_score,bfi_target_attainment,trait_target_score,trait_target_attainment
baseline,trait_agreeableness_00701,agreeableness,high,0.5555555555555556,0.49261072278022766,0.9370551672246721,0.5555555555555556,0.05555555555555558,0.49261072278022766,-0.007389277219772339
baseline,trait_agreeableness_00702,agreeableness,high,0.5555555555555556,0.44934141635894775,0.8937858608033922,0.5555555555555556,0.05555555555555558,0.44934141635894775,-0.050658583641052246
baseline,trait_agreeableness_00703,agreeableness,high,0.5555555555555556,0.4530355415785977,0.8974799860230421,0.5555555555555556,0.05555555555555558,0.4530355415785977,-0.04696445842140229
baseline,trait_agreeableness_00704,agreeableness,high,0.5555555555555556,0.4718965730636291,0.9163410175080735,0.5555555555555556,0.05555555555555558,0.4718965730636291,-0.028103426936370912
baseline,trait_agreeableness_00705,agreeableness,high,0.5555555555555556,0.6256888806819916,0.929866674873564,0.5555555555555556,0.05555555555555558,0.6256888806819916,0.12568888068199158
baseline,trait_agreeableness_00706,agreeableness,high,0.5555555555555556,0.4702217657831048,0.9146662102275492,0.5555555555555556,0.05555555555555558,0.4702217657831048,-0.029778234216895183
baseline,trait_agreeableness_00707,agreeableness,high,0.5555555555555556,0.5232156657214264,0.9676601101658708,0.5555555555555556,0.05555555555555558,0.5232156657214264,0.023215665721426415
baseline,trait_agreeableness_00708,agreeableness,high,0.5555555555555556,0.4605466517561681,0.9049910962006125,0.5555555555555556,0.05555555555555558,0.4605466517561681,-0.0394533482438319
baseline,trait_agreeableness_00709,agreeableness,high,0.5555555555555556,0.5608460521571926,0.994709503398363,0.5555555555555556,0.05555555555555558,0.5608460521571926,0.06084605215719263
baseline,trait_agreeableness_00710,agreeableness,high,0.5555555555555556,0.5371259519886084,0.9815703964330528,0.5555555555555556,0.05555555555555558,0.5371259519886084,0.03712595198860835
baseline,trait_agreeableness_00701,agreeableness,low,0.5555555555555556,0.49261072278022766,0.9370551672246721,0.4444444444444444,-0.05555555555555558,0.5073892772197723,0.007389277219772339
baseline,trait_agreeableness_00702,agreeableness,low,0.5555555555555556,0.44934141635894775,0.8937858608033922,0.4444444444444444,-0.05555555555555558,0.5506585836410522,0.050658583641052246
baseline,trait_agreeableness_00703,agreeableness,low,0.5555555555555556,0.4530355415785977,0.8974799860230421,0.4444444444444444,-0.05555555555555558,0.5469644584214023,0.04696445842140229
