condition,scenario_id,trait,target_direction,bfi_score,trait_score,consistency,bfi_target_score,bfi_target_attainment,trait_target_score,trait_target_attainment
as_pas_only,trait_agreeableness_00701,agreeableness,high,0.5555555555555556,0.49785663187503815,0.9423010763194826,0.5555555555555556,0.05555555555555558,0.49785663187503815,-0.002143368124961853
as_pas_only,trait_agreeableness_00702,agreeableness,high,0.5555555555555556,0.45290686584315193,0.8973513102875963,0.5555555555555556,0.05555555555555558,0.45290686584315193,-0.04709313415684807
as_pas_only,trait_agreeableness_00703,agreeableness,high,0.5555555555555556,0.45682476074916967,0.9012692051936141,0.5555555555555556,0.05555555555555558,0.45682476074916967,-0.04317523925083033
as_pas_only,trait_agreeableness_00704,agreeableness,high,0.5555555555555556,0.4776152955064354,0.9220597399508799,0.5555555555555556,0.05555555555555558,0.4776152955064354,-0.02238470449356461
as_pas_only,trait_agreeableness_00705,agreeableness,high,0.5555555555555556,0.6308759732936012,0.9246795822619543,0.5555555555555556,0.05555555555555558,0.6308759732936012,0.13087597329360123
as_pas_only,trait_agreeableness_00706,agreeableness,high,0.5555555555555556,0.47069946545509095,0.9151439098995353,0.5555555555555556,0.05555555555555558,0.47069946545509095,-0.02930053454490905
as_pas_only,trait_agreeableness_00707,agreeableness,high,0.5555555555555556,0.5334858099733152,0.9779302544177596,0.5555555555555556,0.05555555555555558,0.5334858099733152,0.033485809973315184
as_pas_only,trait_agreeableness_00708,agreeableness,high,0.5555555555555556,0.46531113288833004,0.9097555773327745,0.5555555555555556,0.05555555555555558,0.46531113288833004,-0.03468886711166996
as_pas_only,trait_agreeableness_00709,agreeableness,high,0.5555555555555556,0.5639133583333088,0.9916421972222468,0.5555555555555556,0.05555555555555558,0.5639133583333088,0.0639133583333088
as_pas_only,trait_agreeableness_00710,agreeableness,high,0.5555555555555556,0.5405384644464802,0.9849829088909247,0.5555555555555556,0.05555555555555558,0.5405384644464802,0.04053846444648024
as_pas_only,trait_agreeableness_00711,agreeableness,high,0.5555555555555556,0.39652035539566943,0.8409647998401139,0.5555555555555556,0.05555555555555558,0.39652035539566943,-0.10347964460433057
as_pas_only,trait_agreeableness_00712,agreeableness,high,0.5555555555555556,0.5167867094278336,0.961231153872278,0.5555555555555556,0.05555555555555558,0.5167867094278336,0.016786709427833557
as_pas_only,trait_agreeableness_00713,agreeableness,high,0.5555555555555556,0.5117506828382408,0.9561951272826852,0.5555555555555556,0.05555555555555558,0.5117506828382408,0.011750682838240767
as_pas_only,trait_agreeableness_00714,agreeableness,high,0.5555555555555556,0.5397537350654602,0.9841981795099046,0.5555555555555556,0.05555555555555558,0.5397537350654602,0.039753735065460205
as_pas_only,trait_agreeableness_00715,agreeableness,high,0.5555555555555556,0.5475103638695235,0.9919548083139679,0.5555555555555556,0.05555555555555558,0.5475103638695235,0.04751036386952345
as_pas_only,trait_agreeableness_00716,agreeableness,high,0.5555555555555556,0.4958334044242888,0.9402778488687332,0.5555555555555556,0.05555555555555558,0.4958334044242888,-0.004166595575711196
as_pas_only,trait_agreeableness_00717,agreeableness,high,0.5555555555555556,0.4901885913284333,0.9346330357728777,0.5555555555555556,0.05555555555555558,0.4901885913284333,-0.009811408671566713
as_pas_only,trait_agreeableness_00718,agreeableness,high,0.5555555555555556,0.46443756136670344,0.9088820058111479,0.5555555555555556,0.05555555555555558,0.46443756136670344,-0.035562438633296556
as_pas_only,trait_agreeableness_00719,agreeableness,high,0.5555555555555556,0.43999426603368524,0.8844387104781297,0.5555555555555556,0.05555555555555558,0.43999426603368524,-0.060005733966314756
as_pas_only,trait_agreeableness_00720,agreeableness,high,0.5555555555555556,0.5175850612284979,0.9620295056729423,0.5555555555555556,0.05555555555555558,0.5175850612284979,0.0175850612284979
as_pas_only,trait_agreeableness_00721,agreeableness,high,0.5555555555555556,0.522305428981781,0.9667498734262254,0.5555555555555556,0.05555555555555558,0.522305428981781,0.022305428981781006
as_pas_only,trait_agreeableness_00722,agreeableness,high,0.5555555555555556,0.5282725472490869,0.9727169916935313,0.5555555555555556,0.05555555555555558,0.5282725472490869,0.0282725472490869
as_pas_only,trait_agreeableness_00723,agreeableness,high,0.5555555555555556,0.4802320611338579,0.9246765055783024,0.5555555555555556,0.05555555555555558,0.4802320611338579,-0.019767938866142087
as_pas_only,trait_agreeableness_00724,agreeableness,high,0.5555555555555556,0.6214751395802965,0.934080415975259,0.5555555555555556,0.05555555555555558,0.6214751395802965,0.12147513958029654
as_pas_only,trait_agreeableness_00725,agreeableness,high,0.5555555555555556,0.5687763775702771,0.9867791779852785,0.5555555555555556,0.05555555555555558,0.5687763775702771,0.0687763775702771
as_pas_only,trait_agreeableness_00726,agreeableness,high,0.5555555555555556,0.53887637191274,0.9833208163571844,0.5555555555555556,0.05555555555555558,0.53887637191274,0.03887637191273996
as_pas_only,trait_agreeableness_00727,agreeableness,high,0.5555555555555556,0.5419548259641845,0.986399270408629,0.5555555555555556,0.05555555555555558,0.5419548259641845,0.04195482596418454
as_pas_only,trait_agreeableness_00728,agreeableness,high,0.5555555555555556,0.5060524193628901,0.9504968638073346,0.5555555555555556,0.05555555555555558,0.5060524193628901,0.006052419362890138
as_pas_only,trait_agreeableness_00729,agreeableness,high,0.5555555555555556,0.5159085767851558,0.9603530212296002,0.5555555555555556,0.05555555555555558,0.5159085767851558,0.01590857678515578
as_pas_only,trait_agreeableness_00730,agreeableness,high,0.5555555555555556,0.3741921801721915,0.8186366246166359,0.5555555555555556,0.05555555555555558,0.3741921801721915,-0.12580781982780848
as_pas_only,trait_agreeableness_00731,agreeableness,high,0.5555555555555556,0.514555037021637,0.9589994814660814,0.5555555555555556,0.05555555555555558,0.514555037021637,0.014555037021636963
as_pas_only,trait_agreeableness_00732,agreeableness,high,0.5555555555555556,0.47805379265707115,0.9224982371015156,0.5555555555555556,0.05555555555555558,0.47805379265707115,-0.021946207342928847
as_pas_only,trait_agreeableness_00733,agreeableness,high,0.5555555555555556,0.5018105284728503,0.9462549729172948,0.5555555555555556,0.05555555555555558,0.5018105284728503,0.001810528472850348
as_pas_only,trait_agreeableness_00734,agreeableness,high,0.5555555555555556,0.541102035608827,0.9855464800532714,0.5555555555555556,0.05555555555555558,0.541102035608827,0.04110203560882697
as_pas_only,trait_agreeableness_00735,agreeableness,high,0.5555555555555556,0.43290155926053403,0.8773460037049785,0.5555555555555556,0.05555555555555558,0.43290155926053403,-0.06709844073946597
as_pas_only,trait_agreeableness_00736,agreeableness,high,0.5555555555555556,0.5241060569349562,0.9685505013794006,0.5555555555555556,0.05555555555555558,0.5241060569349562,0.024106056934956155
as_pas_only,trait_agreeableness_00737,agreeableness,high,0.5555555555555556,0.47124945946034547,0.9156939039047899,0.5555555555555556,0.05555555555555558,0.47124945946034547,-0.028750540539654534
as_pas_only,trait_agreeableness_00738,agreeableness,high,0.5555555555555556,0.49170779449183055,0.936152238936275,0.5555555555555556,0.05555555555555558,0.49170779449183055,-0.008292205508169448
as_pas_only,trait_agreeableness_00739,agreeableness,high,0.5555555555555556,0.5273558795452118,0.9718003239896562,0.5555555555555556,0.05555555555555558,0.5273558795452118,0.027355879545211792
as_pas_only,trait_agreeableness_00740,agreeableness,high,0.5555555555555556,0.46575688723816483,0.9102013316826092,0.5555555555555556,0.05555555555555558,0.46575688723816483,-0.03424311276183517
as_pas_only,trait_agreeableness_00741,agreeableness,high,0.5555555555555556,0.5262442144940399,0.9706886589384843,0.5555555555555556,0.05555555555555558,0.5262442144940399,0.026244214494039908
as_pas_only,trait_agreeableness_00742,agreeableness,high,0.5555555555555556,0.41062079290890746,0.8550652373533518,0.5555555555555556,0.05555555555555558,0.41062079290890746,-0.08937920709109254
as_pas_only,trait_agreeableness_00743,agreeableness,high,0.5555555555555556,0.4857595784330305,0.930204022877475,0.5555555555555556,0.05555555555555558,0.4857595784330305,-0.014240421566969474
as_pas_only,trait_agreeableness_00744,agreeableness,high,0.5555555555555556,0.47415292031940104,0.9185973647638455,0.5555555555555556,0.05555555555555558,0.47415292031940104,-0.02584707968059896
as_pas_only,trait_agreeableness_00745,agreeableness,high,0.5555555555555556,0.5287508517503738,0.9731952961948183,0.5555555555555556,0.05555555555555558,0.5287508517503738,0.02875085175037384
as_pas_only,trait_agreeableness_00746,agreeableness,high,0.5555555555555556,0.5706185443422849,0.9849370112132707,0.5555555555555556,0.05555555555555558,0.5706185443422849,0.07061854434228487
as_pas_only,trait_agreeableness_00747,agreeableness,high,0.5555555555555556,0.53846367047361,0.9829081149180544,0.5555555555555556,0.05555555555555558,0.53846367047361,0.03846367047360999
as_pas_only,trait_agreeableness_00748,agreeableness,high,0.5555555555555556,0.34254352114446146,0.7869879655889058,0.5555555555555556,0.05555555555555558,0.34254352114446146,-0.15745647885553854
as_pas_only,trait_agreeableness_00749,agreeableness,high,0.5555555555555556,0.41372559707539075,0.8581700415198352,0.5555555555555556,0.05555555555555558,0.41372559707539075,-0.08627440292460925
as_pas_only,trait_agreeableness_00750,agreeableness,high,0.5555555555555556,0.4749443531036377,0.9193887975480821,0.5555555555555556,0.05555555555555558,0.4749443531036377,-0.025055646896362305
as_pas_only,trait_agreeableness_00701,agreeableness,low,0.5555555555555556,0.48699174056934924,0.9314361850137937,0.4444444444444444,-0.05555555555555558,0.5130082594306508,0.01300825943065076
as_pas_only,trait_agreeableness_00702,agreeableness,low,0.5555555555555556,0.4457894829386165,0.8902339273830608,0.4444444444444444,-0.05555555555555558,0.5542105170613836,0.05421051706138358
as_pas_only,trait_agreeableness_00703,agreeableness,low,0.5555555555555556,0.4495167948233604,0.8939612392678048,0.4444444444444444,-0.05555555555555558,0.5504832051766396,0.05048320517663962
as_pas_only,trait_agreeableness_00704,agreeableness,low,0.5555555555555556,0.46597658994898544,0.9104210343934298,0.4444444444444444,-0.05555555555555558,0.5340234100510146,0.03402341005101461
as_pas_only,trait_agreeableness_00705,agreeableness,low,0.5555555555555556,0.6199733841435084,0.9355821714120471,0.4444444444444444,-0.05555555555555558,0.38002661585649156,-0.11997338414350844
as_pas_only,trait_agreeableness_00706,agreeableness,low,0.5555555555555556,0.4699001093223675,0.9143445537668119,0.4444444444444444,-0.05555555555555558,0.5300998906776325,0.030099890677632524
as_pas_only,trait_agreeableness_00707,agreeableness,low,0.5555555555555556,0.513088210247021,0.9575326546914654,0.4444444444444444,-0.05555555555555558,0.486911789752979,-0.013088210247021004
as_pas_only,trait_agreeableness_00708,agreeableness,low,0.5555555555555556,0.4561079144477844,0.9005523588922288,0.4444444444444444,-0.05555555555555558,0.5438920855522156,0.043892085552215576
as_pas_only,trait_agreeableness_00709,agreeableness,low,0.5555555555555556,0.5577014337942645,0.9978541217612911,0.4444444444444444,-0.05555555555555558,0.4422985662057355,-0.05770143379426451
as_pas_only,trait_agreeableness_00710,agreeableness,low,0.5555555555555556,0.5333435753979746,0.977788019842419,0.4444444444444444,-0.05555555555555558,0.4666564246020254,-0.03334357539797461
as_pas_only,trait_agreeableness_00711,agreeableness,low,0.5555555555555556,0.3868775185012078,0.8313219629456522,0.4444444444444444,-0.05555555555555558,0.6131224814987922,0.11312248149879223
as_pas_only,trait_agreeableness_00712,agreeableness,low,0.5555555555555556,0.5046278760526758,0.9490723204971202,0.4444444444444444,-0.05555555555555558,0.4953721239473242,-0.004627876052675783
as_pas_only,trait_agreeableness_00713,agreeableness,low,0.5555555555555556,0.5091572184483953,0.9536016628928398,0.4444444444444444,-0.05555555555555558,0.49084278155160466,-0.009157218448395343
as_pas_only,trait_agreeableness_00714,agreeableness,low,0.5555555555555556,0.5346356650969782,0.9790801095414227,0.4444444444444444,-0.05555555555555558,0.46536433490302176,-0.03463566509697824
as_pas_only,trait_agreeableness_00715,agreeableness,low,0.5555555555555556,0.5423298154872765,0.986774259931721,0.4444444444444444,-0.05555555555555558,0.45767018451272345,-0.042329815487276545
as_pas_only,trait_agreeableness_00716,agreeableness,low,0.5555555555555556,0.4823247106615238,0.9267691551059682,0.4444444444444444,-0.05555555555555558,0.5176752893384762,0.017675289338476174
as_pas_only,trait_agreeableness_00717,agreeableness,low,0.5555555555555556,0.48608726304509453,0.930531707489539,0.4444444444444444,-0.05555555555555558,0.5139127369549055,0.01391273695490547
as_pas_only,trait_agreeableness_00718,agreeableness,low,0.5555555555555556,0.46060578525066376,0.9050502296951082,0.4444444444444444,-0.05555555555555558,0.5393942147493362,0.03939421474933624
as_pas_only,trait_agreeableness_00719,agreeableness,low,0.5555555555555556,0.428991436958313,0.8734358814027574,0.4444444444444444,-0.05555555555555558,0.571008563041687,0.07100856304168701
as_pas_only,trait_agreeableness_00720,agreeableness,low,0.5555555555555556,0.511599049663487,0.9560434941079314,0.4444444444444444,-0.05555555555555558,0.488400950336513,-0.011599049663487015
as_pas_only,trait_agreeableness_00721,agreeableness,low,0.5555555555555556,0.5167821722743239,0.9612266167187683,0.4444444444444444,-0.05555555555555558,0.4832178277256761,-0.01678217227432388
as_pas_only,trait_agreeableness_00722,agreeableness,low,0.5555555555555556,0.5233738940451459,0.9678183384895903,0.4444444444444444,-0.05555555555555558,0.4766261059548541,-0.023373894045145893
as_pas_only,trait_agreeableness_00723,agreeableness,low,0.5555555555555556,0.47482118010520935,0.9192656245496538,0.4444444444444444,-0.05555555555555558,0.5251788198947906,0.02517881989479065
as_pas_only,trait_agreeableness_00724,agreeableness,low,0.5555555555555556,0.6161244489010177,0.9394311066545379,0.4444444444444444,-0.05555555555555558,0.3838755510989823,-0.1161244489010177
as_pas_only,trait_agreeableness_00725,agreeableness,low,0.5555555555555556,0.5634109591929471,0.9921445963626084,0.4444444444444444,-0.05555555555555558,0.43658904080705285,-0.06341095919294715
as_pas_only,trait_agreeableness_00726,agreeableness,low,0.5555555555555556,0.5373041640908767,0.9817486085353211,0.4444444444444444,-0.05555555555555558,0.46269583590912333,-0.03730416409087667
as_pas_only,trait_agreeableness_00727,agreeableness,low,0.5555555555555556,0.5323259294483396,0.976770373892784,0.4444444444444444,-0.05555555555555558,0.46767407055166044,-0.03232592944833956
as_pas_only,trait_agreeableness_00728,agreeableness,low,0.5555555555555556,0.5055165881946753,0.9499610326391197,0.4444444444444444,-0.05555555555555558,0.49448341180532474,-0.005516588194675265
as_pas_only,trait_agreeableness_00729,agreeableness,low,0.5555555555555556,0.514288954223857,0.9587333986683014,0.4444444444444444,-0.05555555555555558,0.485711045776143,-0.014288954223857009
as_pas_only,trait_agreeableness_00730,agreeableness,low,0.5555555555555556,0.37544945813045716,0.8198939025749016,0.4444444444444444,-0.05555555555555558,0.6245505418695428,0.12455054186954284
as_pas_only,trait_agreeableness_00731,agreeableness,low,0.5555555555555556,0.5107858926057816,0.955230337050226,0.4444444444444444,-0.05555555555555558,0.48921410739421844,-0.010785892605781555
as_pas_only,trait_agreeableness_00732,agreeableness,low,0.5555555555555556,0.4687633593564725,0.9132078038009169,0.4444444444444444,-0.05555555555555558,0.5312366406435275,0.03123664064352749
