condition,scenario_id,trait,target_direction,bfi_score,trait_score,consistency,bfi_target_score,bfi_target_attainment,trait_target_score,trait_target_attainment
as_pas_only,trait_agreeableness_00701,agreeableness,high,0.5555555555555556,0.4790414934921932,0.9234859379366376,0.5555555555555556,0.05555555555555558,0.4790414934921932,-0.020958506507806784
as_pas_only,trait_agreeableness_00702,agreeableness,high,0.5555555555555556,0.48245190802889926,0.9268963524733437,0.5555555555555556,0.05555555555555558,0.48245190802889926,-0.017548091971100743
as_pas_only,trait_agreeableness_00703,agreeableness,high,0.5555555555555556,0.45196454370127487,0.8964089881457193,0.5555555555555556,0.05555555555555558,0.45196454370127487,-0.04803545629872513
as_pas_only,trait_agreeableness_00704,agreeableness,high,0.5555555555555556,0.49476219744907635,0.9392066418935208,0.5555555555555556,0.05555555555555558,0.49476219744907635,-0.005237802550923654
as_pas_only,trait_agreeableness_00705,agreeableness,high,0.5555555555555556,0.5999796569341319,0.9555758986214237,0.5555555555555556,0.05555555555555558,0.5999796569341319,0.09997965693413191
as_pas_only,trait_agreeableness_00706,agreeableness,high,0.5555555555555556,0.4832424598449102,0.9276869042893546,0.5555555555555556,0.05555555555555558,0.4832424598449102,-0.01675754015508979
as_pas_only,trait_agreeableness_00707,agreeableness,high,0.5555555555555556,0.5317578455281899,0.9762022899726344,0.5555555555555556,0.05555555555555558,0.5317578455281899,0.03175784552818994
as_pas_only,trait_agreeableness_00708,agreeableness,high,0.5555555555555556,0.48418074893412744,0.9286251933785719,0.5555555555555556,0.05555555555555558,0.48418074893412744,-0.015819251065872564
as_pas_only,trait_agreeableness_00709,agreeableness,high,0.5555555555555556,0.5466559394197446,0.991100383864189,0.5555555555555556,0.05555555555555558,0.5466559394197446,0.04665593941974455
as_pas_only,trait_agreeableness_00710,agreeableness,high,0.5555555555555556,0.5768705440216172,0.9786850115339384,0.5555555555555556,0.05555555555555558,0.5768705440216172,0.0768705440216172
as_pas_only,trait_agreeableness_00711,agreeableness,high,0.5555555555555556,0.4206045803337607,0.8650490247782051,0.5555555555555556,0.05555555555555558,0.4206045803337607,-0.07939541966623931
as_pas_only,trait_agreeableness_00712,agreeableness,high,0.5555555555555556,0.511435866355896,0.9558803108003404,0.5555555555555556,0.05555555555555558,0.511435866355896,0.011435866355895996
as_pas_only,trait_agreeableness_00713,agreeableness,high,0.5555555555555556,0.48032602609175523,0.9247704705361997,0.5555555555555556,0.05555555555555558,0.48032602609175523,-0.01967397390824477
as_pas_only,trait_agreeableness_00714,agreeableness,high,0.5555555555555556,0.5232665687799454,0.9677110132243898,0.5555555555555556,0.05555555555555558,0.5232665687799454,0.023266568779945374
as_pas_only,trait_agreeableness_00715,agreeableness,high,0.5555555555555556,0.5308438460403108,0.9752882904847552,0.5555555555555556,0.05555555555555558,0.5308438460403108,0.030843846040310763
as_pas_only,trait_agreeableness_00716,agreeableness,high,0.5555555555555556,0.4956808609819797,0.9401253054264241,0.5555555555555556,0.05555555555555558,0.4956808609819797,-0.004319139018020279
as_pas_only,trait_agreeableness_00717,agreeableness,high,0.5555555555555556,0.47110582888126373,0.9155502733257082,0.5555555555555556,0.05555555555555558,0.47110582888126373,-0.028894171118736267
as_pas_only,trait_agreeableness_00718,agreeableness,high,0.5555555555555556,0.4596481734199679,0.9040926178644123,0.5555555555555556,0.05555555555555558,0.4596481734199679,-0.04035182658003211
as_pas_only,trait_agreeableness_00719,agreeableness,high,0.5555555555555556,0.4222569442467971,0.8667013886912416,0.5555555555555556,0.05555555555555558,0.4222569442467971,-0.0777430557532029
as_pas_only,trait_agreeableness_00720,agreeableness,high,0.5555555555555556,0.5550775312643875,0.999521975708832,0.5555555555555556,0.05555555555555558,0.5550775312643875,0.055077531264387525
as_pas_only,trait_agreeableness_00721,agreeableness,high,0.5555555555555556,0.5046383589506149,0.9490828033950593,0.5555555555555556,0.05555555555555558,0.5046383589506149,0.004638358950614929
as_pas_only,trait_agreeableness_00722,agreeableness,high,0.5555555555555556,0.5172441745625682,0.9616886190070126,0.5555555555555556,0.05555555555555558,0.5172441745625682,0.017244174562568215
as_pas_only,trait_agreeableness_00723,agreeableness,high,0.5555555555555556,0.48124702330687574,0.9256914677513202,0.5555555555555556,0.05555555555555558,0.48124702330687574,-0.018752976693124257
as_pas_only,trait_agreeableness_00724,agreeableness,high,0.5555555555555556,0.6405362605649039,0.9150192949906517,0.5555555555555556,0.05555555555555558,0.6405362605649039,0.14053626056490387
